user_id,stars,categories,date
Q3F_FZ8pbdRNoSv0X1Y7sA,good,American,2014-04-15
C3FWs14bTLo8Y-THOGIUtw,good,American,2014-04-27
Nf0SSRgStO8scYoPSNVqag,good,American,2014-05-24
ZNtgliTM7BjSabTfNUKL9A,good,American,2014-06-17
Qs5dcst13DnQJwaBcR4VGg,good,American,2014-07-08
fIKcxbs1u5oK74F-KgqGag,bad,American,2014-07-27
dMhJLpwpGSHkhMY4oxe7QA,good,American,2014-08-17
jThUkO26of_9arLY5zUszg,bad,American,2014-09-18
Yw2GgwVircnuBGYKOofXag,bad,American,2014-10-05
7sM0J8FuZvD5uhf4HceS3A,bad,American,2014-10-20
RSExP0-Boucr4QyIEzZi0A,good,American,2014-12-04
hscskgnpQmmNfNl9iZA7hw,good,American,2014-12-15
QLiWMRXvgqws9QtS68tXJA,bad,American,2014-12-30
y1CH5i_Qr9t5nrUuAKjZog,bad,American,2015-01-17
ThOfb86f_5PW0bB1NHGMgA,bad,American,2015-01-18
R4crU2OjJ7-qAymiHO2Ucw,good,American,2015-01-25
FAtk38wdEbNgM6rSmP-zew,bad,American,2015-02-16
Qs5dcst13DnQJwaBcR4VGg,good,American,2015-02-20
Z3pEOLUrG17cntPCFzruPg,bad,American,2015-02-24
syxgE5fb-pAoNlp7V9Jw2g,bad,American,2015-02-28
RWSBzkqH2-lsQDH8gVBuEw,bad,American,2015-03-02
4DrkZqFqLcyRcLWuQUXFeQ,bad,American,2015-03-23
NSkLw-cg_v7YBVEwVsYj4Q,good,American,2015-04-14
q2ccFmRoK0lkkRPosgKFFg,good,American,2015-04-28
oWCKCE9Qc6SPSyvb18D2DA,good,American,2015-05-03
NK3JWcCpxaKtb9-7R8g5jw,good,American,2015-06-10
PLGEWHqOIOrFsgfdG6ueUg,good,American,2015-06-13
9mWJQbP8zNm-rT1MBhwLHQ,good,American,2015-06-16
QDdwYP1uqPzI5z3NO5LXog,bad,American,2015-06-17
VRB9nzZnYWB6WETk_QfIEQ,bad,American,2015-07-27
jnEZvZlVIPEKzGwYaXvCLg,good,American,2015-08-05
w8kdE0wygvOWKU74wuQPBw,bad,American,2015-08-18
TBOOaVf015v-HOFTXatjeg,good,American,2015-09-12
X_nHaeK9P1CX7Hvd0l4-tA,good,American,2015-09-24
RjSqoohsdPuKqZQ9RnG2Fg,bad,American,2015-10-16
SxOjm8u40Vf_v52UJyqw4g,bad,American,2015-10-24
Cxwo1HjHSGEC89KjY9nKYg,bad,American,2015-11-06
qBxJqZGBLrB9hC7HLGIK4g,bad,American,2015-11-14
r4wiR0dlTX5gCEZOolu3-w,bad,American,2015-11-27
_obCt0q4LXZ-oGIPD5aKZA,good,American,2015-12-06
Usvqq4KaVfyu3pkktktG7A,bad,American,2015-12-28
GagHR9g-1RLkHu5PXzf3Tg,bad,American,2015-12-31
NH8aEIKCSO_xtp54zrMoTg,bad,American,2016-01-06
dUgfQteCEA9DlEYZEnXuGQ,bad,American,2016-01-29
NZ9iylhCjHEh1DDzt0kw2Q,bad,American,2016-02-01
ttHOmU321U5xXpgiDFil4w,bad,American,2016-02-06
rY_iRQkpRLd1dTEYcAQsaA,good,American,2016-02-15
1SElhDugQKxnKh5-JDzSNA,bad,American,2016-02-29
96Nbis96pknb6T05nKr-0Q,bad,American,2016-03-05
U3VIAqv7eaCCorYsVCRCHA,good,American,2016-03-06
KhgDNWoT2ZlWAFSljFbwgA,bad,American,2016-03-26
WVv8CbcxJUYjxlzazLs6RA,bad,American,2016-03-26
z51Tevp2Br8gjOAgL47FeQ,good,American,2016-03-28
DXnFLwB3wetH3uAV1zaDrg,good,American,2016-03-29
UNRFBwGMqwkkxAtS-4g19Q,bad,American,2016-04-10
KTlXR4E_JJdgBSPpiO4Oig,bad,American,2016-05-10
mYDGdf-BLQ4klyv3MB0dOQ,bad,American,2016-05-15
zA18hAv2HFR87Bwk4AWjNQ,bad,American,2016-05-22
toi6kFUQvwpHAMXte3Bu_g,bad,American,2016-05-26
F7g09kfg6zuAzw8psGpEWg,good,American,2016-05-30
4sVeFw4glhXinbuvpLwNSg,good,American,2016-06-02
BBKrOtLFSeLm7KOBdEokcw,bad,American,2016-07-01
CQH-g1MzZ-xywqWj4X2uJw,good,American,2016-07-13
fLXyoFTGVGhZz0JdmpDGOg,bad,American,2016-07-18
T_wjLgPOPXry7Bea4MzoVQ,good,American,2010-01-27
4DrkZqFqLcyRcLWuQUXFeQ,bad,American,2015-06-05
LPU8UwGVoTanjSOgKoYQ4Q,bad,American,2015-08-10
9mWJQbP8zNm-rT1MBhwLHQ,bad,American,2015-08-16
NorNYrCESas_guipKZd2bA,good,American,2016-01-02
NorNYrCESas_guipKZd2bA,good,American,2016-01-14
t-RTmnEVnmm8wgbvOkHa4A,good,American,2016-06-29
FLxgiNF9rsiXR-zbEcWBRQ,good,American,2009-01-06
6gAUg6gUBZT4bYCQztZxgA,good,American,2009-05-28
TckShYnQa0eD3WQxdoE3GQ,bad,American,2009-06-08
WMTm9HHRA3EewoxTX1Gleg,good,American,2009-06-24
xqk-h7HAGyUlVbvEUUf67Q,good,American,2009-07-01
Xmuk68liVfhyG-WfsUt_hg,good,American,2009-08-11
WgZoTeruB97OkN2-XPOUKA,good,American,2009-09-15
EjxE1dW0WVqOezpKqFN5kQ,good,American,2010-02-15
8GccAq9PTpIWlp0gnCHoRQ,bad,American,2010-04-02
-Gdjho_gZhgTXkYmSPy0qw,bad,American,2010-04-03
_vS9qNQvx8wVUOIkj4qfAg,good,American,2011-01-11
4q3czSXkHBPkW21RdzpJ2A,bad,American,2011-06-30
xeBOz-J1YEnmk95bFBqpBA,bad,American,2011-07-31
1zX6tmYdu9QZHTm4fVwp0w,good,American,2011-09-06
So32N7bSbUd1RwhFtI6jTQ,good,American,2012-05-12
So32N7bSbUd1RwhFtI6jTQ,bad,American,2012-05-24
rkmM0Ku4NmG6gE5DaaEntA,bad,American,2012-07-02
ulik60Aw4MMl3fKi78B_fg,bad,American,2012-07-04
-OUKIatcSXuF-40IHcarwA,good,American,2012-08-22
Bq-4Wan0Y2klBlgqWWaEjA,bad,American,2012-10-25
vJxXGprSf3ZQkvOfmldPFw,good,American,2012-12-21
Z3U9fnv8i9rA7yZYpGC66Q,good,American,2013-03-16
Z9RftMXzG39L-h4ubdu_Xw,good,American,2013-04-06
w0KBFGSbdsUtfaQid2Jzbg,good,American,2013-06-04
UodvaLoRqKx0XMgS2lfctw,good,American,2013-07-24
Q3fFv_ft17OyV-NRF1iQxw,good,American,2013-08-07
hkbwjnY42LDloMV84Yoy5g,bad,American,2013-12-19
n0UouedfuPP9Q65wO46kdg,good,American,2013-12-21
fVCwHdAELZAa_YuderbTdg,good,American,2014-01-20
aJf2Efw3pilH26zmSn2lPw,good,American,2014-01-29
roReLynNBIuqwH47ow77SQ,bad,American,2014-02-01
URwqYyZV2XwM-GoF_f6_MQ,good,American,2014-02-23
Nf0SSRgStO8scYoPSNVqag,good,American,2014-03-08
bvu13GyOUwhEjPum2xjiqQ,bad,American,2014-03-20
Br0hRNDvFXLz4AM51GwmMw,bad,American,2014-04-23
cFZWUEv28HKZIAr4ZMJoRA,bad,American,2014-04-26
IXqt0sAKos17htM32PfOkQ,bad,American,2014-05-04
N_cH3QA_eXXmnzz-nzEeKA,good,American,2014-05-20
xZEPhslvDx20A_YdS_FnNg,bad,American,2014-05-25
bpS6QV1eLwsGOJuZDJJd3w,bad,American,2014-06-01
5s0YP_ZMshAYPb0VdSfukw,bad,American,2014-08-24
gtJJBaQwTwE45NnNF0coVA,good,American,2014-09-03
JPPhyFE-UE453zA6K0TVgw,bad,American,2014-09-13
DLu1Bum8EXNE62xno-v0VA,bad,American,2014-10-11
KSS6v5fcZNoelu4eEZCFcw,good,American,2014-11-18
U3scIL7PBxkNfSeRNvU2HQ,good,American,2014-11-24
1PxFWRL7OL5uteROuWEHhA,good,American,2015-01-02
KOrggEZ4aa7JzVIuY-Zgkw,good,American,2015-02-09
7mXLDmZdgvAI_oQFH3K2QA,good,American,2015-02-23
ixtgA0NirLwnnP2ozDwePQ,good,American,2015-02-26
tvORlACAUAFXNEGVYVNWhg,good,American,2015-03-20
4DrkZqFqLcyRcLWuQUXFeQ,good,American,2015-03-21
zaF1gg4mD4Ws7ZsFGRNmlw,bad,American,2015-03-29
H59Avwt1dpFRpUEA5buOBA,bad,American,2015-03-30
RFBIkR3W31JgZVZPga4wSQ,bad,American,2015-04-07
hFjeZ8rTSRI5Ed1j_JvyWw,bad,American,2015-04-07
mQzza_VfJBR_XUudaM0z-w,bad,American,2015-04-26
GMtILOfAHXUMrfMgLPG0gg,bad,American,2015-04-26
kbEPuoJcz4kerURigtYldA,bad,American,2015-05-08
Qq99q_PUU96bml9KrHMIRw,bad,American,2015-06-14
0QM-yrlOP-curnqylbvkPQ,bad,American,2015-06-14
e_qZ1UWFHTzCmswlPsrxVA,good,American,2015-06-20
w6CJxE4f52ZiUMDVxTAZJA,bad,American,2015-06-21
nlxUSX8O5kfXDn5xGmRFMQ,good,American,2015-06-26
lAqoz5QTFxp3GDfpq0McRQ,good,American,2015-06-28
RxEegiMllenlyhYgJqsTSQ,good,American,2015-06-30
6xQnzz_TS0skNM1GIK8j8w,good,American,2015-08-25
JXyPdO0yzBpYvY5N0M-Qkw,bad,American,2015-08-30
RjSqoohsdPuKqZQ9RnG2Fg,bad,American,2015-10-16
jLOSvOEy5o8Ig-Qz7n674A,bad,American,2015-10-20
M8NTZswg0xPaPnnTuAWqvw,good,American,2015-10-20
fKscTESN0hSYQTrc0uP08w,good,American,2015-11-05
Lz43cIcUoEr1BvXx2gsNhA,bad,American,2015-12-27
-kekTrjzO6cvYzsVxLrhOg,good,American,2016-01-16
jNBYly4xdIP1gAsAZ9PGaw,bad,American,2016-01-24
VRB9nzZnYWB6WETk_QfIEQ,good,American,2016-02-01
jW38xpayJghah5L8i9FOww,bad,American,2016-02-14
5zDw3AUS9U6UQXrUo0TpxA,bad,American,2016-02-15
ybDa_s-9QI_lXCYjRdVYfA,bad,American,2016-03-02
G1OpOeHgc4g5LVBUOZjPHg,good,American,2016-03-09
dLI4KKtCrjuOM5sB-ByVBg,good,American,2016-04-02
y9Q2mHM8av_2fiqvvers-Q,good,American,2016-04-28
SKtk7khA3mYm7kuRf7yCLQ,good,American,2016-05-20
tOm1mQutc-UW9H4ME1HToQ,good,American,2016-05-26
rONxiM8Hafy5kba3ZLoCbA,good,American,2016-06-05
DKOTrzz9rCiAzZ7OZYQwXg,good,American,2016-06-17
t72PB0Q0zl0WQpzu-kSPiw,good,American,2016-07-11
Ld9fhPHSutVy9xT9qyC-WA,good,American,2016-07-12
8ya6uJ0S50J3K9GT-BvEDw,bad,American,2016-07-14
